@ HyperIMU - ianovir
@ Date:Tue Aug 15 09:40:12 GMT+03:00 2023, Sampling Rate:100ms

bma4xy_accelerometer.x,bma4xy_accelerometer.y,bma4xy_accelerometer.z,oem_pseudo_gyro.x,oem_pseudo_gyro.y,oem_pseudo_gyro.z
-0.31905,-1.9150501,15.337951,0.051975,-0.0020625,-0.056375
-0.35505003,-1.1580001,12.360001,-0.17613749,0.022275,0.3260125
-0.31905,-0.88500005,11.137051,-0.1082125,0.0116875,0.548075
-0.27405003,-0.37605003,5.5210505,0.1005125,-0.0210375,-0.5104
0.18495001,-1.3470001,3.2310002,0.165275,0.053625,-0.7379625
-1.0999501,0.58605003,3.3769503,-0.6961625,-0.6446,0.9642875
-1.69095,-0.82605004,8.62605,0.15125,-0.1150875,-0.7874625
-1.00395,0.45600003,8.382,0.0455125,0.3804625,-0.18205
-0.27195,-0.88095003,10.354051,0.4310625,0.4720375,-0.95865
-0.015000001,-0.78495,9.15705,-0.1601875,-0.14025,0.3047
0.06705,-0.80205005,9.44505,-0.014162499,0.0254375,0.01375
0.0049500004,-0.79200006,9.385051,-0.037125,-0.02475,-0.011275
0.177,-0.90405005,9.82995,-0.0169125,0.0097624995,-0.0930875
-0.0010500001,-0.94500005,10.255951,0.014025,-0.0086624995,-0.249975
-0.25500003,-0.61695004,9.591001,0.0114124995,0.014575,-0.0691625
-0.034950003,-0.67005,9.588,0.0438625,0.028324999,0.1425875
-0.027,-0.615,9.48495,0.0133375,0.0121,0.1588125
-0.102000006,-0.71805006,9.733951,0.051975,0.0158125,0.0039875
-0.09,-0.77505004,9.7560005,0.0411125,0.0534875,-0.1252625
0.010050001,-0.70095,9.693001,0.0023375,0.035475,-0.2545125
-0.05595,-0.79200006,9.229051,0.00715,-0.014162499,0.1120625
-0.28095,-0.67695004,8.113951,-0.0248875,-0.0039875,0.1252625
-0.16395001,-0.78000003,6.97695,-0.067375,0.0308,0.194425
0.20595,-0.95505005,6.3810005,-0.07205,0.135575,-0.11165
-0.0010500001,-0.81600004,5.919,-0.08305,-0.0386375,0.0221375
-1.30305,-0.105000004,8.475,-0.045375,-0.0408375,0.10395
-0.61605,-1.48395,12.778951,-0.0097624995,0.1370875,0.5116375
-0.67800003,-0.39495003,12.58695,0.0275,0.0545875,0.3155625
-0.97800004,0.09705,17.286001,0.3799125,-0.0122375,-0.324775
-0.27405003,-0.22500001,17.55195,0.23567499,-0.0686125,0.12155
-0.717,-2.3860502,14.550001,0.0378125,-0.0342375,-0.1060125
0.22305001,-1.48395,10.837951,-0.394075,0.0584375,0.828025
0.261,-1.11,7.8859506,-0.2960375,-0.1535875,0.3950375
-1.176,0.22395001,4.58295,-0.172975,-0.1651375,-0.12925
1.9459502,-1.2250501,5.4229503,0.2206875,0.3381125,-1.02025
0.55995005,0.11400001,8.158951,-0.3669875,-0.844525,0.1695375
1.53495,-3.25305,13.099951,0.1956625,0.1485,-0.0383625
-0.96105003,-0.01905,11.09595,0.082775,0.14685,-0.0259875
0.95295006,-1.3590001,10.081051,0.4203375,0.3689125,-0.9249625
-0.123,-0.56505,9.95205,-0.123475,-0.33825,0.4114
0.20400001,-0.80205005,9.8230505,0.085525,0.0218625,-0.1793
0.18,-0.96900004,9.753,-0.00275,-0.055,0.0933625
0.0049500004,-0.711,10.1320505,-0.0369875,-0.0507375,0.1772375
0.010050001,-0.93105006,10.174951,0.061325,0.061325,-0.056925
-0.10395,-0.615,9.46605,-0.02915,0.062975,-0.176275
0.060000002,-0.76995003,9.65505,0.0209,0.0268125,0.14465
0.07005,-0.744,9.969001,0.0303875,0.021175,-0.0499125
0.055050004,-0.82305,10.069051,0.0466125,0.0155375,-0.208725
-0.087000005,-0.63405,9.8560505,-0.0270875,-0.020075,0.0295625
-0.039,-0.711,9.871051,0.007975,-9.625E-4,-0.0495
-0.030000001,-0.67005,9.76095,0.0020625,0.00715,-0.116875
0.010050001,-0.76605004,9.538051,-0.0056375,-0.0199375,0.1309
-0.3,-0.60105,9.306001,-0.0528,-0.0374,0.0823625
