accX_mean,accY_mean,accZ_mean,gyrZ_mean,accX_std,accY_std,accZ_std,gyrZ_std,accX_aad,accY_aad,accZ_aad,gyrZ_aad,accX_min,accY_min,accZ_min,gyrZ_min,accX_max,accY_max,accZ_max,gyrZ_max,accX_range,accY_range,accZ_range,gyrZ_range,accX_median,accY_median,accZ_median,gyrZ_median,accX_iqr,accY_iqr,accZ_iqr,gyrZ_iqr,accX_neg_count,accY_neg_count,accZ_neg_count,gyrZ_neg_count,accX_pos_count,accY_pos_count,accZ_pos_count,gyrZ_pos_count,accX_assymetry,accY_assymetry,accZ_assymetry,gyrZ_assymetry,accX_kurtosis,accY_kurtosis,accZ_kurtosis,gyrZ_kurtosis,activity
0.20451291008870967,0.043750405120967756,10.181814257258063,-0.041989617032258064,0.1917022462753149,0.446751021446847,2.493435084558466,0.17384654901828325,0.16411225752627467,0.35287388109599366,2.091899057960458,0.14104123300312177,-0.0290250015,-0.5130000100000001,6.31005045,-0.37049374999999996,0.624975015,1.044525015,14.886451000000001,0.1720125,0.6540000165,1.5575250250000001,8.57640055,0.54250625,0.1280250075,-0.004049999499999998,9.712275250000001,-0.022859375,0.29371876675,0.53675626625,3.5327815000000022,0.2346265625,3,32,0,37,59,30,62,25,0.8894544877170825,0.846221430503711,0.3240049055020891,-0.5311077564734487,-0.7837174102341407,-0.40369775737327185,-0.8160600421926705,-0.8400336018445285,Squat
0.3398213846129032,0.3491238010887097,10.100784026612903,-0.048229233806451596,0.21123314602147097,0.44128954373562507,2.5523189684057304,0.3168909680602411,0.18180710775754425,0.378584249914152,2.0317889938085325,0.27684394485744024,-0.16845,-0.45105003,6.31005045,-0.44405625,0.624975015,1.044525015,14.886451000000001,0.581075,0.793425015,1.495575045,8.57640055,1.02513125,0.38895001500000004,0.320025,9.889763,-0.09920625,0.35330626375000007,0.7620000235000001,3.8331751,0.49175156249999996,7,14,0,36,55,48,62,26,-0.752717845831574,-0.12965588739605788,0.26889031230027105,0.5231406171888979,-0.6615523618154988,-1.095923248898563,-0.773074171662695,-0.9041458346073514,Squat
0.31694154965322574,0.815667365,9.721920211290321,-0.07971562470967741,0.21602648959441265,0.9088437086255848,2.5547112948760056,0.33465035249732455,0.18787005345603539,0.6993495101612904,1.9718814543184187,0.2877841730697191,-0.16845,-0.45105003,6.37605045,-0.509575,0.682500035,2.7805501,15.172500750000001,0.581075,0.850950035,3.2316001300000003,8.7964503,1.0906500000000001,0.38550000500000003,0.43773751,9.5520005,-0.2039124975,0.3598687835,0.57945004,2.650050300000001,0.4990562499999999,6,8,0,37,56,54,62,25,-0.34873287357414745,0.9698409989396859,0.7885091976435266,0.5648379080240218,-0.8980578468151856,0.030919300615556367,-0.3279588193223768,-0.8662462908264241,Squat
0.19388347806451614,0.9009568913064518,9.749153653225806,-0.026190423951612904,0.28801296534311743,0.8576346213832382,3.2191798081159226,0.3071274677979584,0.21985123303850154,0.704376615201873,2.811846144380854,0.26734113463059317,-0.49395,0.051525,5.8579502,-0.509575,0.907500065,2.7805501,15.172500750000001,0.49004998499999997,1.4014500650000001,2.7290251000000003,9.31455055,0.999624985,0.15596250375,0.43050001,8.966250575,-0.0818125005,0.29420627125000004,0.9715688137499999,5.720719624999999,0.52525,13,0,0,32,49,62,62,30,-0.03776186608837887,1.1139152973096307,0.47490443937679355,0.19950866016643687,0.485458790809167,-0.06596328844731758,-1.2633398790069603,-1.16219875241624,Squat
0.03783750014516129,0.7800895629193548,9.024924633870969,0.03818618882258064,0.27807408506136694,0.45486944186427497,2.237758888429693,0.24164059920842154,0.2183806525140479,0.4085826282767949,1.6424721026014566,0.19831448932154008,-0.516450015,0.051525,5.8579502,-0.32718125,0.907500065,1.3429501,15.172500750000001,0.49004998499999997,1.42395008,1.2914250999999999,9.31455055,0.817231235,0.0064875,0.7989750449999999,9.415201,-0.006737499999999999,0.389550023,0.8913937974999999,2.318362575,0.2590328125,30,0,0,31,32,62,62,31,0.5043608971014015,-0.23634615541813775,0.917411255921861,0.4207645913777842,1.2281867004409435,-1.4534294536940349,0.95543791615443,-0.839217219037983,Squat
-0.24504557850806447,1.1984686165322578,10.514378724999998,-0.022927016137096776,0.3431029579321304,0.7897688711563979,3.075068159108991,0.2949642341422724,0.2793076245902705,0.594990573257024,2.5485286451612894,0.22650020160483866,-1.06500005,-0.060000004999999995,6.91897525,-0.61813125,0.250500015,2.8704752,16.716525500000003,0.47265625,1.3155000650000002,2.930475205,9.797550250000004,1.0907875,-0.155475005,1.20930005,9.568762750000001,-0.02179375,0.37779376462500003,0.7110375562499999,4.595569624999998,0.3175734375,48,3,0,33,14,59,62,29,-0.683364154929249,0.7512444881308912,0.7975235254310995,-0.3610268895139898,-0.33516658730167226,-0.1718855307335545,-0.52928583698252,-0.33889139393129764,Squat
-0.46618429868548383,0.888493598032258,9.974475516129033,0.0744895157983871,0.3558253816166997,0.961939022014941,3.500859651546282,0.4110161105772847,0.31446452179006246,0.7764516339719044,2.896853296045787,0.36627903847918825,-1.1525251,-0.167475005,5.47005035,-0.61813125,0.12855,2.8704752,16.716525500000003,0.698225,1.2810751,3.037950205,11.246475150000002,1.3163562500000001,-0.388050015,0.7209750349999999,9.347251,0.13622812,0.690431276375,1.180762542,5.904994374999998,0.7269109375,60,18,0,26,2,44,62,36,-0.2032558017260627,0.8110680255782211,0.6466389313011615,-0.1919212101046212,-1.2770007806607755,-0.47096004341068554,-0.7698007224355452,-1.2770661442724667,Squat
-0.30655646508306444,0.5910738197258064,8.193357374193548,0.052387499677419354,0.3370847015877841,0.4598615292488564,1.4399511324567738,0.34384463202245175,0.27807870687921443,0.40657393046201873,1.2618660654006242,0.30292358838709676,-1.1525251,-0.167475005,5.47005035,-0.3727625,0.12855,1.16250005,9.999000500000001,0.698225,1.2810751,1.329975055,4.528950150000001,1.0709875,-0.20025000325000003,0.7209750349999999,8.516475499999999,0.04561562499999999,0.42571876475000003,0.811350021,2.7320252375000003,0.564815625,56,15,0,30,6,47,62,32,-0.9536117866558318,-0.47153947240058286,-0.49982477766994166,0.4262571702723032,-0.30078392375445695,-1.2545862598776676,-1.103003066215505,-1.0939843102072557,Squat
-0.1449205706556452,0.834310921701613,10.178514351612906,-0.012230846758064507,0.163802800477993,0.6230017597495447,3.352848176613601,0.19024646729268047,0.1414037257242976,0.49483289501430794,2.7965800246618113,0.16617318548387092,-0.507525015,-0.27900001,5.75955035,-0.3727625,0.1065,2.0029501,16.8624765,0.27946875000000004,0.6140250150000001,2.28195011,11.10292615,0.65223125,-0.0880500025,0.891975045,9.493988250000001,-0.01124062475,0.26863125775,0.7269187762499999,5.6363444875,0.3352421875,54,7,0,32,8,55,62,30,-0.500163978631832,0.18260688655913154,0.6461873414305958,-0.15543441141502815,-0.8936724077170002,-0.5904787729198953,-0.7107700538929205,-1.02693115711059,Squat
-0.14599355633870972,0.7330306727338707,10.227363450806449,0.01314455695161291,0.22016353410107553,0.6765051971662732,3.3123809538425077,0.1889668712206905,0.1844590372861603,0.5629724189521331,2.761912922008323,0.15339799000364202,-0.7190250499999999,-0.27900001,5.75955035,-0.19868750000000002,0.177525015,2.0029501,16.8624765,0.46976875,0.896550065,2.28195011,11.10292615,0.66845625,-0.0880500025,0.771000015,9.4995005,-0.0363,0.325556271625,0.8607937587500001,4.940269562499999,0.25994375,46,11,0,38,16,51,62,24,-0.8717987552430578,0.34501954607477103,0.6510646944306436,1.043524131854833,0.1458781968915992,-0.8587204598633487,-0.6579398215105181,0.26129179290793436,Squat
