@ HyperIMU - ianovir
@ Date:Sat Aug 19 20:18:08 GMT+03:00 2023, Sampling Rate:25ms

timestamp,bma4xy_accelerometer.x,bma4xy_accelerometer.y,bma4xy_accelerometer.z,oem_pseudo_gyro.x,oem_pseudo_gyro.y,oem_pseudo_gyro.z
1692465488103,-0.22800002,-0.78000003,9.30105,-1.205325,-1.0492625,-0.363275
1692465488141,-0.564,-0.62205005,9.89505,-1.966525,-1.5651625,-1.6644375
1692465488170,-0.46500003,-0.624,9.885,-2.0777626,-1.6678749,-2.7291
1692465488195,-0.62595004,-0.57705003,9.691051,-1.99815,-1.59885,-3.1136875
1692465488218,-0.52500004,-0.53805,9.62895,-1.8706875,-1.4631375,-3.36105
1692465488244,-0.43395,-0.66795003,9.95205,-1.7153125,-1.28095,-3.4368124
1692465488275,-0.49905002,-0.64395005,9.62895,-1.3656499,-0.9306,-3.4662375
1692465488305,-0.15900001,-0.864,10.38,-1.0393625,-0.6986375,-3.6911874
1692465488331,-0.094050005,-0.87105006,10.278001,-1.0393625,-0.6986375,-3.6911874
1692465488358,-0.37005,-0.74895006,9.946951,-0.808225,-0.5236,-3.591225
1692465488386,-0.06105,-0.77805007,9.966001,-0.6612375,-0.3909125,-3.20815
1692465488413,-0.18495001,-0.591,9.717,-0.5979875,-0.32835,-2.9456625
1692465488443,-0.01995,-0.59595,9.543,-0.5302,-0.2743125,-2.6741
1692465488470,0.04095,-0.68700004,9.847051,-0.3812875,-0.202675,-2.308075
1692465488497,0.039,-0.675,9.729,-0.3133625,-0.1791625,-2.2048125
1692465488525,-0.14505,-0.61200005,10.075951,-0.2619375,-0.1656875,-2.0447624
1692465488555,-0.3,-0.35205,9.732,-0.2014375,-0.1527625,-1.48665
1692465488587,-0.34305,-0.24105,9.49995,-0.1269125,-0.0884125,-1.3652375
1692465488613,-0.21195,-0.37605003,9.83205,-0.0768625,-0.0386375,-1.4909124
1692465488639,-0.28395,-0.32505003,9.898951,-0.0325875,0.0037125,-1.4867874
1692465488665,-0.24300002,-0.34905002,9.744,0.0127875,0.0339625,-0.96085
1692465488698,-0.049050003,-0.49005002,9.87495,0.0221375,0.033,-0.7090875
1692465488724,-0.25500003,-0.46395,9.9210005,0.028324999,0.0301125,-0.5740625
1692465488751,-0.28395,-0.51000005,9.556951,0.0257125,0.01045,-0.50888747
1692465488776,-0.11805001,-0.615,10.066951,0.0138875,-6.875E-4,-0.433675
1692465488802,-0.32895002,-0.246,9.780001,-0.00165,-0.0072875,-0.26221249
1692465488829,-0.36495003,-0.21795002,9.745951,-0.022824999,-0.0166375,0.1412125
1692465488856,-0.13005,-0.36600003,9.52095,-0.022824999,-0.0166375,0.1412125
1692465488887,-0.22395001,-0.41400003,9.780001,0.0026125,-0.0048125,0.2063875
1692465488918,-0.312,-0.162,9.528001,0.0177375,-0.008525,0.2446125
1692465488951,-0.312,-0.162,9.528001,0.0177375,-0.008525,0.2446125
1692465488973,-0.312,-0.162,9.528001,0.0177375,-0.008525,0.2446125
1692465489001,-0.312,-0.162,9.528001,0.0177375,-0.008525,0.2446125
1692465489040,-0.16095,-0.33495003,9.868051,0.076725,0.0023375,-0.0020625
1692465489065,-0.16095,-0.33495003,9.868051,0.076725,0.0023375,-0.0020625
1692465489105,-0.16095,-0.33495003,9.868051,0.076725,0.0023375,-0.0020625
1692465489131,-0.16095,-0.33495003,9.868051,0.076725,0.0023375,-0.0020625
1692465489160,-0.26205,-0.25305,9.729,-0.003575,-0.0240625,0.06545
1692465489192,-0.19995001,-0.30600002,9.80595,0.0011,-0.00605,-0.0614625
1692465489225,-0.25500003,-0.28905,9.757951,0.0127875,0.017324999,-0.0605
1692465489257,-0.22095,-0.31095,9.715051,0.0154,0.016224999,0.0154
1692465489305,-0.29805002,-0.25095,9.910951,0.0155375,0.003025,0.18053749
1692465489346,-0.19500001,-0.23205002,9.75105,0.0053625,-0.011275,0.2468125
1692465489386,-0.11595,-0.30405003,9.913951,0.0017875,-0.0086624995,0.137775
1692465489419,-0.14505,-0.28695002,9.804001,-0.0017875,-0.0132,0.1527625
1692465489454,-0.23805001,-0.25800002,10.134001,-0.0132,-0.0210375,0.1912625
1692465489492,-0.18105,-0.30795002,9.89505,-0.002475,9.625E-4,-0.1890625
1692465489525,-0.303,-0.22500001,9.801001,0.006325,0.012925,-0.3254625
1692465489534,-0.18795002,-0.28905,9.9210005,0.006325,0.012925,-0.3254625
1692465489548,-0.049050003,-0.31605002,9.93,0.00715,0.0111375,-0.2316875
1692465489566,-0.079950005,-0.29895002,9.847051,0.0072875,0.0094875,-0.136675
1692465489614,-0.24795002,-0.20595,9.74895,0.004125,0.0011,-0.035475
1692465489630,-0.147,-0.34005,9.801001,0.0028875,-0.003025,-0.0675125
1692465489657,-0.135,-0.37800002,9.772051,0.00385,-0.0067375,-0.17985
1692465489685,-0.22800002,-0.33495003,9.712951,0.0064625,-0.005225,-0.32587498
1692465489715,-0.19500001,-0.29205,9.784051,-0.004675,-0.0081124995,-0.3199625
1692465489744,-0.19500001,-0.32505003,9.784051,-0.0155375,-0.0121,-0.0983125
1692465489769,-0.16905001,-0.29205,9.75105,-0.018975,-0.0099,0.2795375
1692465489797,-0.16395001,-0.33,9.913951,-0.01375,-0.006875,0.3147375
1692465489824,-0.22095,-0.25800002,9.76305,-0.005775,-0.0094875,0.3070375
1692465489854,-0.19500001,-0.28005,9.92805,-0.0034375,-0.0111375,0.264
1692465489877,-0.20700002,-0.30105,9.89505,-5.5E-4,-0.009625,0.1744875
1692465489909,-0.231,-0.26505002,9.78705,0.0053625,0.0033,-0.0842875
1692465489938,-0.21195,-0.246,9.883051,0.0066,0.0114124995,-0.219725
1692465489966,-0.18300001,-0.23895001,9.79395,0.0061875,0.018424999,-0.3081375
1692465489992,-0.27195,-0.22005,9.889951,0.007975,0.017324999,-0.266475
1692465490020,-0.29295,-0.19395001,9.696,0.0121,0.0158125,-0.2308625
1692465490048,-0.13995,-0.282,9.909,0.0248875,0.0235125,-0.3078625
1692465490076,-0.16095,-0.27705002,9.801001,0.0308,0.0308,-0.4162125
1692465490105,-0.20205002,-0.25305,9.837001,0.0268125,0.0253,-0.488675
1692465490129,-0.16395001,-0.25800002,9.99705,0.0196625,0.014025,-0.4272125
1692465490165,-0.19305001,-0.20805001,9.733951,0.0154,6.875E-4,-0.43505
1692465490188,-0.109050006,-0.25605002,9.732,0.0166375,-2.75E-4,-0.5033875
